Company Name,First Name,Last Name,Full Name,Job Title,Location,Company Domain,LinkedIn Profile
JM Eagle,Walter,Wang,walter wang,CEO,"Los Angeles, California, United States",jmeagle.com,https://www.linkedin.com/in/walter-wang-97954636/
A&A Electronic Assembly,Victor,Castro,Victor Castro,CEO,Los Angeles Metropolitan Area,aapcbassembly.com,https://www.linkedin.com/in/victor-castro-a24369164/
"Servo Motors and Drives, Inc",joseph,keane,joseph keane,Owner,"Milwaukee, Wisconsin, United States",servomd.com,https://www.linkedin.com/in/joseph-keane-43190661/
Dynamic Electrical Solutions Ltd,William,Heller,William Heller,Owner,"Springville, New York, United States",dynamicelectricalsolutions.co.uk,https://www.linkedin.com/in/william-heller-034a469b/
Ricardo Automotive and Industrial,Chris,Riccardo,Chris Riccardo,Owner,"Jupiter, Florida, United States",,https://www.linkedin.com/in/chris-riccardo-6238808/
Ag Spray Equipment,Gary,Jerger,Gary Jerger,"Business Owner, Manager, & Chief Pilot","Moorhead, Minnesota, United States",agspray.com,https://www.linkedin.com/in/gary-jerger-a73145a4/
"Brainerd Industries, Inc.",Gregory,W. Fritz,Gregory W. Fritz,President & CEO,"Miamisburg, Ohio, United States",brainerdindustries.com,https://www.linkedin.com/in/gregory-w-fritz-3915a447/
GWI,Wayne,Moore,Wayne Moore,business owner,"East Boothbay, Maine, United States",gwi.net,https://www.linkedin.com/in/wayne-moore-a1376364/
Quality Services,Amy,Bragaw,Amy Bragaw,Owner,"Blue Springs, Missouri, United States",qualityservices.in,https://www.linkedin.com/in/amy-bragaw-b839a82a/
Beijer Electronics,Joe,Gangi,Joe Gangi,Owner,Washington DC-Baltimore Area,beijerelectronics.com,https://www.linkedin.com/in/joe-gangi-949180/
Med-Trans Corporation,Eric,Nafziger,Eric Nafziger,Owner,"Parkesburg, Pennsylvania, United States",med-trans.net,https://www.linkedin.com/in/eric-nafziger-2322975a/
T-Line Electric,Brad,Thompson,Brad Thompson,Founder and Managing Partner,"Kirkland, Washington, United States",,https://www.linkedin.com/in/brad-thompson-62353a16/
eFiberTools.com,Daniel,Parsons,Daniel Parsons,CEO,"Phoenix, Arizona, United States",,https://www.linkedin.com/in/daniel-parsons-71b66719/
Air Mechanical Inc.,Paul,Darley,Paul Darley,Independent Owner,United States,airmechanical.com,https://www.linkedin.com/in/paul-darley-6857a374/
RAMCO Capital Corp.,John,Kohut,John W. Kohut,President & CEO,"Long Branch, New Jersey, United States",ramcocapcorp.com,https://www.linkedin.com/in/john-w-kohut-2a775a6/
MacQueen,Bill,McCarthy,Bill McCarthy,Owner Sales,United States,macqueengroup.com,https://www.linkedin.com/in/bill-mccarthy-34370737/
Pulse Technologies,Bob,Walsh,Bob Walsh,Co-CEO,"Quakertown, Pennsylvania, United States",pulsetechnologies.com,https://www.linkedin.com/in/bob-walsh-98b86b10/
"Warren Industries, Inc.",Carrie,Namowicz,Carrie Namowicz,Owner,"Racine, Wisconsin, United States",wrnind.com,https://www.linkedin.com/in/carrie-namowicz-73245a8/
7 Mile Solutions Inc.,Nelson,Boyette,Nelson Boyette,Owner,"Durham, North Carolina, United States",,https://www.linkedin.com/in/nelson-boyette-b8618b4/
The Shelter Company,Carl,D. Gilmore,Carl D. Gilmore,Owner; Licensed Architect / Licensed Builder,"Suttons Bay, Michigan, United States",tsco.sg,https://www.linkedin.com/in/carl-d-gilmore-2ab3959/
United Microelectronics Corporation (UMC),Samuel,Alfaro,Samuel Alfaro,Owner operator,"Laredo, Texas, United States",umc.com,https://www.linkedin.com/in/samuel-alfaro-320a82172/
RUBBER LABELS USA,Christine,Schwartz,Christine Schwartz,Small Business Owner,"Redding, Connecticut, United States",rubberlabels.com,https://www.linkedin.com/in/christine-schwartz-b4a19220/
Unemployed Couch Potato LLC,Dwayne,Wells,Dwayne Wells,Chief Executive Officer,"Hamilton, Ohio, United States",hireashes.com,https://www.linkedin.com/in/dwayne-wells-b73ab1143/
Jw Enterprise,James,Bullard,James Bullard,Owner,"Chattanooga, Tennessee, United States",jwenterpriseoperations.com,https://www.linkedin.com/in/james-bullard-7421a5129/
"Accu-Glass Products, Inc.",Chris,Miltenberger,Chris Miltenberger,CEO,"Castaic, California, United States",accuglassproducts.com,https://www.linkedin.com/in/chris-miltenberger-b48a7563/
Minus 100,Kevin,Kerns,Kevin Kerns,President/CEO,Greater Scranton Area,minus100.com,https://www.linkedin.com/in/kevin-kerns-b25a88174/
Women in Cable Telecommunications,Maria,Brennan,Maria Brennan,President & CEO,"Chantilly, Virginia, United States",,https://www.linkedin.com/in/maria-brennan-2214571a/
United Microelectronics Corporation (UMC),john,mccraw,john mccraw,Owner,"Jackson, Mississippi, United States",umc.com,https://www.linkedin.com/in/john-mccraw-2453a220/
"IMS Companies, LLC",Angela,Law,Angela Law,Owner,"Atlanta, Georgia, United States",imsmfg.com,https://www.linkedin.com/in/angela-law-4886609/
"St. Clair Technologies, Inc.",Charles,Hess,Charles Hess,Chief Executive Officer,"Gilbert, Arizona, United States",stclairtech.com,https://www.linkedin.com/in/charles-hess-8210a3346/
ZERO Connect,Larry,Kendall,Larry Kendall,Co-Founder,"Cedar Rapids, Iowa, United States",zeroconnect.com,https://www.linkedin.com/in/larry-kendall-b88a35180/
Savita Naturals Ltd.,Rich,Trout,Rich Trout,Founder + President,"Swedesboro, New Jersey, United States",savitanaturals.com,https://www.linkedin.com/in/rtrout/
Priority Wire & Cable,Ken,Hamilton,Ken Hamilton,Chief Executive Officer,"Little Rock, Arkansas, United States",prioritywire.com,https://www.linkedin.com/in/ken-hamilton-a103ab207/
Simchem Corp,Greg,Selman,Greg Selman,Co Owner,"Corpus Christi, Texas, United States",simchem.com,https://www.linkedin.com/in/greg-selman-8b859660/
Lucas Auto A/C & Car Care Clinic,Yan,Aleksandrovich,Yan Aleksandrovich,Owner,"Los Angeles County, California, United States",lucasautoair.com,https://www.linkedin.com/in/yan-aleksandrovich-4aa3b11b/
The Personal Assistant Company,Kurt,S,Kurt S,President and Owner,"Colorado Springs, Colorado, United States",kurtserpe.com,https://www.linkedin.com/in/kurtserpe/
Consortia Development,Mike,Fisher,Mike Fisher,President and CEO,"Reno, Nevada, United States",consortiadevelopment.com,https://www.linkedin.com/in/mike-fisher-62b1b7151/
Powell,Harvey,Powell,Harvey Powell,CEO,"Minneapolis, Minnesota, United States",powellind.com,https://www.linkedin.com/in/harvey-powell-b26071139/
STG Mortgage,Attending,Angels LLC,Attending Angels LLC,Owner,"Canton, Ohio, United States",stgmortgage.com,https://www.linkedin.com/in/attending-angels-llc-431a0443/
UAVision,john,mcnees,john mcnees,Owner,"Dayton, Ohio, United States",uavision.com,https://www.linkedin.com/in/john-mcnees-27bb7a3b/
ANADIGICS,William,Wilkinson,William Wilkinson,PECVD Thin Films Process Owner,"Easton, Pennsylvania, United States",anadigics.com,https://www.linkedin.com/in/william-wilkinson-9b9b7b47/
"EXPERT Assembly Services, Inc.",Timothy,Smith,Timothy Smith,Owner /operator,"Willcox, Arizona, United States",expertassembly.com,https://www.linkedin.com/in/timothy-smith-57b51a98/
Unemployed Couch Potato LLC,Kayden,O'Shea,Kayden O'Shea,CEO,"Bloomington, Illinois, United States",hireashes.com,https://www.linkedin.com/in/kayden-o-shea-878392148/
"Aire-Master of America, Inc.",Rick,Schlapkohl,Rick Schlapkohl,Owner,"Sioux Falls, South Dakota, United States",airemaster.com,https://www.linkedin.com/in/rick-schlapkohl-05767895/
FTS Technologies,FTS,Technologies,FTS Technologies,Chief Executive Officer,"Howell, Michigan, United States",ftstechnologies.com,https://www.linkedin.com/in/fts-technologies-2548b51b0/
"The ""PWRMFG"" Group of Companies",Roger,Mulder,Roger Mulder,Co-Owner,"Holland, Michigan, United States",pwrmfg.com,https://www.linkedin.com/in/roger-mulder-08a31a19/
"IMS Companies, LLC",Rebecca,Lavenue,Rebecca Lavenue,Neurophysiologist technologist - Owner,"Chandler, Arizona, United States",imsmfg.com,https://www.linkedin.com/in/rebecca-lavenue-2399542a/
Hart's Home Services,Jennifer,Cox,Jennifer Cox,Owner/Operator,Denver Metropolitan Area,hartshomeservices.com,https://www.linkedin.com/in/jennifer-cox-29b44b6a/
Nissha Medical Technologies,Rich,Kalich,Rich Kalich,Chairman and CEO,"Bellows Falls, Vermont, United States",nisshamedical.com,https://www.linkedin.com/in/rich-kalich-59b0988/
Lake Guard LLC- Home Watch Services,Tim,Schuett,Tim Schuett,Business Owner,"Climax Springs, Missouri, United States",lakeguardmo.com,https://www.linkedin.com/in/tim-schuett-257211293/
Electric Pros,Joe,Storey,Joe Storey,Owner,"Lawrenceville, Georgia, United States",electric-pros.com,https://www.linkedin.com/in/joe-storey-4b527a46/
AA TECHNOLOGY INC,Frank,Rosselli,Frank Rosselli,Owner,"Ronkonkoma, New York, United States",aa-tech.com,https://www.linkedin.com/in/frank-rosselli-94087937/
Bee AI,Jamal,Dahbur,Jamal Dahbur,Founder,"Tinley Park, Illinois, United States",bee-ai.com,https://www.linkedin.com/in/j-dahbur-0000/
Door-Mart Garage Doors,martin,hanania,martin hanania,Owner,"Los Angeles County, California, United States",doormartgaragedoors.com,https://www.linkedin.com/in/martin-hanania-17586062/
Tollman Spring Company,Matt,Zink,Matt Zink,Chief Executive Officer,"Southington, Connecticut, United States",tollmanspring.com,https://www.linkedin.com/in/matt-zink-35b944215/
C&D Technologies,Hassan,Kashi,Hassan Kashi,Company Owner,New York City Metropolitan Area,cdtechno.com,https://www.linkedin.com/in/hassan-kashi-a3615b194/
Brunson Instrument Company,Deighton,Brunson,Deighton Brunson,Chief Executive Officer,"Kansas City, Missouri, United States",brunson.us,https://www.linkedin.com/in/deighton-brunson-23677a12/
Maffe Financial Group,Don,Maffei,Don Maffei,Owner,"Stockton, California, United States",maffefinancialgroup.com,https://www.linkedin.com/in/don-maffei-15513632/
IAI - Israel Aerospace Industries,I-A-I,Networking Group / Perspectivum Arts Initiative,I-A-I Networking Group / Perspectivum Arts Initiative,Founder,"Union City, California, United States",iai.co.il,https://www.linkedin.com/in/i-a-i-networking-group-perspectivum-arts-initiative-0aaaa21a3/
Rickard Specialty Metals & Engineering,John,Rickard,John Rickard,Senior Vice President & CEO,"Ontario, California, United States",rickardmetals.com,https://www.linkedin.com/in/john-rickard-91143094/
Imperium Technology Solutions,Robert,Pierce,Robert Pierce,CEO and Member,Greater Philadelphia,imperiumtechllc.com,https://www.linkedin.com/in/robert-pierce-aaa63173/
Door-Mart Garage Doors,David,Sands,David Sands,Owner,Greater Minneapolis-St. Paul Area,doormartgaragedoors.com,https://www.linkedin.com/in/david-sands-274baa34/
Web Pro Presents,裕,木村,木村裕,Chief Executive Officer,United States,,https://www.linkedin.com/in/kimura-yuu/
Super Vacuum Manufacturing,Steve,Tinberg,Steve Tinberg,Owner T.A.W. Marketing,Dallas-Fort Worth Metroplex,supervac.com,https://www.linkedin.com/in/steve-tinberg-96308511a/
Eight Amps,Jonathan,Lemen,Jonathan Lemen,Co-Founder,"St Petersburg, Florida, United States",eightamps.com,https://www.linkedin.com/in/jlemen/
"All American Sub Assembly Services, LLC",Jane,Ward,Jane Ward,Company Owner,"Mishawaka, Indiana, United States",allamericansubassembly.com,https://www.linkedin.com/in/jane-ward-3570a028a/
AmFor Electronics,Jerry,Koopman,Jerry Koopman,CEO,"Portland, Oregon, United States",amforelectronics.com,https://www.linkedin.com/in/jerry-koopman-a180579/
Carolina Precision Technologies,Liane,Kilburn,Liane Kilburn,Executive Administrative Assistant to the CEO & President,"Troutman, North Carolina, United States",carolinaprecision.com,https://www.linkedin.com/in/liane-kilburn-11lak11/
BAUMANN Group,Mike,Baumann,Mike Baumann,Owner,"Mission Viejo, California, United States",baumann-group.com,https://www.linkedin.com/in/mike-baumann-26556740/
B-9 Communication Solutions,Shawn,Boland,Shawn Boland,Owner/President,"Overbrook, Kansas, United States",,https://www.linkedin.com/in/shawn-boland-33113b6a/
Regency Inn,mahesh,patel,mahesh patel,owner/operator,"Jackson, Mississippi, United States",regencyinnfwb.com,https://www.linkedin.com/in/mahesh-patel-5ab92322/
Bridgewater Motorworks & Transworks,Greg,Burchette,Greg Burchette,Owner,"Bridgewater, New Jersey, United States",bwmotorworks.com,https://www.linkedin.com/in/greg-burchette-43751426/
BPM Microsystems,William,White,William White,President / CEO,Greater Houston,bpmmicro.com,https://www.linkedin.com/in/william-white-1a916732/
Midwest Engineered Components Inc,Ken,Lastovich,Ken Lastovich,Owner,"Minneapolis, Minnesota, United States",mec-inc.biz,https://www.linkedin.com/in/ken-lastovich-013b5225/
Phillips Medisize,Missy,Grape,Missy Grape,Division Process Owner Program Coordinator,"Menomonie, Wisconsin, United States",phillipsmedisize.com,https://www.linkedin.com/in/missy-grape-048377203/
"Asahi Intecc USA, Inc.",Helena,Takahashi,Helena Takahashi,Executive Assistant to President and Chief Executive Officer,United States,asahi-intecc.com,https://www.linkedin.com/in/hiroko-takahashi-96562880/
"M & M Fastener Supply, Inc.",Eunice,Hajek,Eunice Hajek,CEO,Los Angeles Metropolitan Area,mmfastsupply.com,https://www.linkedin.com/in/eunice-hajek-b027a222/
"Connect Colorado, Inc.",Karen,Griffin,Karen Griffin,Owner,"Denver, Colorado, United States",connectcolorado.com,https://www.linkedin.com/in/karen-griffin-56606011/
"Cable to the Max, LLC",Max,Frise,Max Frise,Founder/CEO,"Austin, Texas, United States",cabletothemax.com,https://www.linkedin.com/in/max-frise-060680145/
CEM ltd.,Brian,Chin,Brian Chin,Chief Executive Officer,"Holtsville, New York, United States",cemltd.com,https://www.linkedin.com/in/brian-chin-4a9a97203/
Power Electronics Group,Rick,Diehl,Rick Diehl,Owner,"Wilton, Connecticut, United States",powerelectronicsgroup.com,https://www.linkedin.com/in/rick-diehl-21639b1/
"CFM Enterprises, LLC",Barry,Collins,Barry Collins,Owner,"Monroe, Louisiana, United States",cfm-enterprises.com,https://www.linkedin.com/in/barry-collins-8b621645/
"Texas Recycling, Inc.",Craig,Litman,Craig Litman,Owner / Chief Financial Officer,"Dallas, Texas, United States",texasrecycling.com,https://www.linkedin.com/in/craig-litman-31007435/
Texas Instruments,Brannon,Vaughn,Brannon Vaughn,Equipment Owner,"Saratoga Springs, Utah, United States",ti.com,https://www.linkedin.com/in/brannon-vaughn-b66152142/
Texas Instruments,Ryan,Morse,Ryan Morse,Thin Films TEOS & Silane Toolset Owner,"Wilton, Maine, United States",ti.com,https://www.linkedin.com/in/ryan-morse-99653888/
JPM Communications,John,Paul McHazlett,John Paul McHazlett,Owner,"San Antonio, Texas, United States",jpmcomms.com,https://www.linkedin.com/in/john-paul-mchazlett-76646025/
Lytron,Craig,Carswell,Craig Carswell,"President, Chief Executive Officer","Woburn, Massachusetts, United States",,https://www.linkedin.com/in/craig-carswell-2965191/
EMSNET,Scott,Sudnick,Scott Sudnick,President and Founder,"Wellington, Ohio, United States",emsnetonline.com,https://www.linkedin.com/in/scott-sudnick-68990a10/
Vance Street LLC,Vance,Street,Vance Street,Founder - President,"Wesley Chapel, Florida, United States",vancestreetllc.com,https://www.linkedin.com/in/vanceastreet/
Convexity Electronics,Calla (Caleb),Scotch,Calla (Caleb) Scotch,Founder | Lead Technical Developer,"Atlanta, Georgia, United States",convexityelectronics.com,https://www.linkedin.com/in/caleb-scotch-553319215/
SkyeNets Technologies,Dionne,Taylor,Dionne Taylor,CEO/Co-Founder,"Washington, District of Columbia, United States",skye-nets.com,https://www.linkedin.com/in/dionnevtaylor/
Keithley Instruments (A Tektronix Company),karthik,gullapali,karthik gullapali,"Staff Software Engineer (Team leader, product owner, scrum master)","Cleveland, Ohio, United States",keithley.com,https://www.linkedin.com/in/karthik-gullapali-2772825/
Vacuum Dig,Ernest,Powell,Ernest Powell,CEO,"Fort Myers, Florida, United States",vacuumdig.com,https://www.linkedin.com/in/ernestpowell/
Flex-Cable,Stuart,Borman,Stuart Borman,CEO,"Birmingham, Michigan, United States",flexcable.com,https://www.linkedin.com/in/stuart-borman-496466116/
"GMP Laboratories of America, Inc.",Mo,Ishaq,Mo Ishaq,CEO,"Anaheim, California, United States",gmplabs.com,https://www.linkedin.com/in/mo-ishaq-519a1933/
Creative Group,Bob,Lathrop,Bob Lathrop,Owner,"Edgewater, New Jersey, United States",,https://www.linkedin.com/in/bolathrop/
Pressurelinks,Frank,Frank Scantlin,Frank Frank Scantlin,CEO,"Stafford, Texas, United States",pressurelinks.com,https://www.linkedin.com/in/frank-frank-scantlin-63167144/
Epic Smart Homes,Epic,Smart Homes,Epic Smart Homes,President and Chief Executive Officer,"Truckee, California, United States",epicsmarthomes.com,https://www.linkedin.com/in/epic-smart-homes-8477372b/
Baccus Global LLC,Henry,Shum,Henry Shum,Co-Founder,"Boca Raton, Florida, United States",baccusglobal.com,https://www.linkedin.com/in/henry-shum-33276a7/
"Pinnacle-Flo, Inc.",Jim,Z.,Jim Z.,Chief Executive Officer,Greater Houston,pinnacle-flo.com,https://www.linkedin.com/in/jim-z-b0b43519b/
Taridium GmbH,Dominique,Kull,Dominique Kull,Founder & CTO,United States,taridium.com,https://www.linkedin.com/in/kulldominique/
Expert Air Control Llc,Rick,Burrill,Rick Burrill,owner,"Bonney Lake, Washington, United States",expertaircontrol.com,https://www.linkedin.com/in/rick-burrill-921b3159/
Jules Hendrix - Your Extraordinary Life - Unleashed!,Jules,Hendrix,Jules Hendrix,Founder - CEO,"Woodland, Washington, United States",jules-hendrix.com,https://www.linkedin.com/in/juleshendrix/
Door-Mart Garage Doors,Rick,Pica,Rick Pica,Owner,"Scranton, Pennsylvania, United States",doormartgaragedoors.com,https://www.linkedin.com/in/rick-pica-b0057336/
Aerofil Technology Inc.,Robert,Dunaway,Robert Dunaway,Chairman-CEO,Greater St. Louis,aerofil.com,https://www.linkedin.com/in/robert-dunaway-696953ba/
Sol Power,Kate,Riley,Kate Riley,Member Owner - Finance & Operations Manager,"Providence, Rhode Island, United States",solpowersolar.com,https://www.linkedin.com/in/katemcgrane/
CableEZ,Jeff,VandeHoef,Jeff VandeHoef,Company Owner-Partner,"Hudsonville, Michigan, United States",cableez.com,https://www.linkedin.com/in/jeff-vandehoef-13b23016/
Find Your Crypto,Daniel,Newlight,Daniel Newlight,Founder,"Fremont, California, United States",findyourcrypto.net,https://www.linkedin.com/in/daniel-newlight-a46241249/
"DGI MANAGEMENT, INC.",David,Isaacs,David Isaacs,Owner,"Irvine, California, United States",dgimgmt.com,https://www.linkedin.com/in/david-isaacs-76328b2/
eInnoSys,Krishna,Thakkar,Krishna Thakkar,Co-Founder & COO,"Milpitas, California, United States",einnosys.com,https://www.linkedin.com/in/krishna-thakkar-56263a74/
"KEIR Manufacturing, Inc.",David,Watkins,David Watkins,President and Chief Executive Officer,"Brevard, North Carolina, United States",,https://www.linkedin.com/in/david-watkins-826853/
Havercamp Products,Frank,Barry,Frank Barry,Co-Owner and Product Manager,"Birmingham, Alabama, United States",havercamp.com,https://www.linkedin.com/in/frank-barry-6376bb/
"M YACHT SERVICES, LLC",Marc,Mayo,Marc Mayo,Owner,"Annapolis, Maryland, United States",myachtservices.net,https://www.linkedin.com/in/marc-mayo-2a5b9527/
Rubech IT,Ese,Scott,Ese Scott,CEO,"Chino, California, United States",rubech.tech,https://www.linkedin.com/in/e-scott-261703142/
Quality Recording Solutions,John,LoSchiavo,John LoSchiavo,Founder CFO,"Roswell, Georgia, United States",qrsworld.com,https://www.linkedin.com/in/john-loschiavo-aa470415/
IKI Manufacturing,Megan,Walker,Megan Walker,Owner and CEO,"Edgerton, Wisconsin, United States",ikimfg.com,https://www.linkedin.com/in/megan-walker-1136bb282/
"Advanced Diamond Technologies, Inc.",Orlando,Auciello,Orlando Auciello,Founder and consultant,"Lemont, Illinois, United States",thindiamond.com,https://www.linkedin.com/in/orlando-auciello-920856b/
"BENCOR, LLC",Linda,DuValle,Linda DuValle,Owner,"Austin, Texas, United States",bencor-llc.com,https://www.linkedin.com/in/linda-duvalle-1a336721/
PSI Power,Chris,Kruckenberg,chris kruckenberg,Owner,"Newburgh, Indiana, United States",agdieselsolutions.com,https://www.linkedin.com/in/chris-kruckenberg-9b249341/
Carr Manufacturing Company,Greg,Carraway,Greg Carraway,Owner,"Lake Forest, California, United States",carrmfg.com,https://www.linkedin.com/in/carrmfg/
"MCIS, Inc.",Fred,Haley,Fred Haley,Owner,"Chapel Hill, Tennessee, United States",mciszone.com,https://www.linkedin.com/in/fred-haley-b834b650/
Texas Instruments,Chris,Sawyer,Chris Sawyer,Facilities Engineering – Process Controls System Owner,United States,ti.com,https://www.linkedin.com/in/chris-sawyer-a7a254278/
Presentation Solutions,Joe,Powell,Joe Powell,CEO,"Buckner, Kentucky, United States",psbind.com,https://www.linkedin.com/in/joe-powell-8662a982/
NXIS,Christian,Colón,Christian Colón,Co-Founder,"Madison Heights, Michigan, United States",nxis.ai,https://www.linkedin.com/in/christian-colón-721418a4/
Lloyd Handyman Services,Craig,Lloyd,Craig Lloyd,Owner/Operator,"San Luis Obispo, California, United States",lloydhandyman.com,https://www.linkedin.com/in/craigelloyd/
Ex Industries - Hazardous Area Specialists - since 1996!,Gary,Cullen,Gary Cullen,Owner,"Yorba Linda, California, United States",exindustries.com,https://www.linkedin.com/in/gary-cullen-31893417/
Install It Inc,Daniel,Vazquez,daniel vazquez,Owner,"Tuckahoe, New York, United States",installitinc.com,https://www.linkedin.com/in/daniel-vazquez-b5963a16/
SHOWTIME,Javed,Patel,Javed Patel,Owner,"Los Angeles, California, United States",sho.com,https://www.linkedin.com/in/javed-patel-7835b843/
"Pro Tech Services, LLC",Robert,Squires,Robert Squires,"Owner/Operator Protech Services, Fire Protection contractor","Austin, Texas, United States",protechsvcs.com,https://www.linkedin.com/in/robert-squires-5bb4081a/
Quality Electrical Systems,Winiford,Barnes,Winiford Barnes,Owner,United States,qualityelectricalsystems.net,https://www.linkedin.com/in/winiford-barnes-3b612740/
Texas Instruments,Dave,Brimley,Dave Brimley,Photolithography Equipment Owner,Salt Lake City Metropolitan Area,ti.com,https://www.linkedin.com/in/dave-brimley-1737883a/
VAS Engineering Inc,Greg,Atzmiller,Greg Atzmiller,Owner,"San Diego, California, United States",vasengineering.com,https://www.linkedin.com/in/greg-atzmiller-063a864/
Contract Support Group,Sheila,Brown,Sheila Brown,President/CEO,"Germantown, Maryland, United States",nmi-csg.com,https://www.linkedin.com/in/sheila-brown-56b68530/
Kace Communications,Casey,Harris,Casey Harris,Owner of Kace Communications,"Libertyville, Illinois, United States",kacecommunications.com,https://www.linkedin.com/in/casey-harris-668185ab/
Spectra-Physics,Rob,Murrow,Rob Murrow,"CEO, Operations, Division Manager","San Diego County, California, United States",spectra-physics.com,https://www.linkedin.com/in/rob-murrow-250189a0/
Pinnacle EMS,Tiffany,Powell - Jordan,Tiffany Powell - Jordan,Founder & CEO,Atlanta Metropolitan Area,gopinnacleems.com,https://www.linkedin.com/in/tiffany-powell-jordan-781a04108/
Baker Boys,Maxx,Baker,Maxx Baker,owner,"Oklahoma City, Oklahoma, United States",bakerboys.co.nz,https://www.linkedin.com/in/maxx-baker-88414211/
"PEC Manufacturing, Inc.",Eric,Truong,Eric Truong,Founder/CEO,"San Jose, California, United States",pecmfg.com,https://www.linkedin.com/in/eric-truong-3618a1/
Vaga Industries,James,Trost,James Trost,Chief Executive Officer,"Hacienda Heights, California, United States",vaga.com,https://www.linkedin.com/in/jimmytrost/
MattPak Inc,Matthew,Kunach,Matthew Kunach,Operations Manager/Owner,"Franklin Park, Illinois, United States",mattpak.com,https://www.linkedin.com/in/matthew-kunach-39b44220b/
Cross Price Electric,Ryan,Cross,Ryan Cross,Chief Executive Officer,"San Bernardino, California, United States",crosspriceelectric.com,https://www.linkedin.com/in/ryan-cross-90131811/
"Quality Industrial Products, Inc.",Mike,Thomas,Mike Thomas,President and Co-Owner,"Grandview, Missouri, United States",quality-industrial.com,https://www.linkedin.com/in/mike-thomas-17651715/
"KDF Technologies, LLC",Kurt,Flechsig,Kurt Flechsig,CEO,"Northvale, New Jersey, United States",kdf.com,https://www.linkedin.com/in/kurt-flechsig-a6b8979/
"BFG Manufacturing Service, Inc.",Michael,Grube,Michael Grube,Chief Executive Officer,"Punxsutawney, Pennsylvania, United States",zincplating.com,https://www.linkedin.com/in/michael-grube-a5181031/
Prime Wiring Solutions LLC,Tessinee,"Sieg, NCMA","Tessinee Sieg, NCMA",Administrator and Co-Founder,United States,primewiringsolutions.com,https://www.linkedin.com/in/tessinee-sieg-ncma-44111a140/
Ace High Co.,Christian,Kettenbeil,Christian Kettenbeil,Co-Founder/Owner,Detroit Metropolitan Area,acehighco.com,https://www.linkedin.com/in/chrikett/
"Lākland Guitars, LLC",Bo,Pirruccello,Bo Pirruccello,Vice president/owner,Greater Chicago Area,lakland.com,https://www.linkedin.com/in/bo-pirruccello-05aaa679/
Canning Electrical Services,Harvey,Canning,Harvey Canning,Owner/Electrician,Greater Portsmouth Area,,https://www.linkedin.com/in/harvey-canning-b07a59137/
"CFM Enterprises, LLC",David,Moore,David Moore,Owner/Partner,"Monroe, Louisiana, United States",cfm-enterprises.com,https://www.linkedin.com/in/david-moore-5b028539/
Parkers Crossroads RV Park and Campground,Steve,Yates,Steve Yates,Owner/Operator,"Franklin, Tennessee, United States",pcrvpark.com,https://www.linkedin.com/in/steve-yates-508bb77/
"Aire-Master of America, Inc.",Gabe,Weisser,Gabe Weisser,Franchise Owner,"Landrum, South Carolina, United States",airemaster.com,https://www.linkedin.com/in/gabe-weisser-47b2261b5/
Archbold Electric Inc,Brian,Archbold,Brian Archbold,Owner / COO,"Redwood City, California, United States",archboldelectric.com,https://www.linkedin.com/in/brian-archbold-153ba552/
Buckingham Manufacturing Co Inc.,Kyle,Turner,Kyle Turner,Chief Executive Officer,"Binghamton, New York, United States",buckinghammfg.com,https://www.linkedin.com/in/kyle-turner-a42b3112/
Texas Instruments,K.C,Aiken,K.C. Aiken,Process Owner at Texas Instruments,"Lehi, Utah, United States",ti.com,https://www.linkedin.com/in/k-c-aiken-81612b7b/
Vin Industries,Suzette-Nicole,Young,Suzette-Nicole Young,Small Business Owner,"Washington, District of Columbia, United States",vin.co.in,https://www.linkedin.com/in/suzette-nicole-young-686ab1263/
POSTEK US INC,Jarvis,Lu,Jarvis Lu,President and CEO,"Austin, Texas, United States",postekus.com,https://www.linkedin.com/in/jarvis-lu-06117217b/
"Nexus Integration, Inc",Michael,G.,Michael G.,Company Owner,"La Mirada, California, United States",nexusintegrationinc.com,https://www.linkedin.com/in/michael-g-3455331b4/
Annular Biotech,Jason,G.,Jason G.,Co-Founder,Atlanta Metropolitan Area,twitter.com,https://www.linkedin.com/in/jason-g-84100114/
Gentex Corporation,David,Norwood,David Norwood,Product Owner - Connected HomeLink,"Grand Rapids, Michigan, United States",gentex.com,https://www.linkedin.com/in/david-norwood-46228575/
FireFold,Christopher,Grouse,Christopher Grouse,Owner,"Concord, North Carolina, United States",firefold.com,https://www.linkedin.com/in/chrisgrouse/
Southeast Aerospace,Katherine,(.,Katherine (.,A/R & A/P Manager/Executive Assistant to CEO/President,"Melbourne, Florida, United States",seaerospace.com,https://www.linkedin.com/in/katherine-a550aa49/
Vanguard Aerospace,Jerrod,Van Buren,Jerrod Van Buren,President/CEO,"Waterford Town, Wisconsin, United States",vanguardaerospace.com,https://www.linkedin.com/in/jerrod-van-buren-1bbbb446/
Electro-Mechanical Products Inc.,Dave,Wolenski,Dave Wolenski,Owner,"Denver, Colorado, United States",electromechanicalproducts.com,https://www.linkedin.com/in/dave-wolenski-640a474/
Easton Utilities,Hugh,"Grunden, P.E.","Hugh Grunden, P.E.",President & CEO,"Easton, Maryland, United States",eastonutilities.com,https://www.linkedin.com/in/hugh-grunden-p-e-92b1b0193/
